question_id,option_id,option_label,weighted_share,weighted_percent,weighted_n,unweighted_n,is_missing,source_url
2024-054_q40,1,Yes,0.3609509217155772,36.1,360.95092171558827,358,false,https://reports.verasight.io/reports/verasight-aapor-omnibus-survey-2025-040#do-you-have-a-physical-mental-emotional-neurological-developmental-or-chronic-condition-or-challenge-that-can-affect-your-daily-activities
2024-054_q40,2,No,0.6245145433614273,62.45,624.5145433614465,628,false,https://reports.verasight.io/reports/verasight-aapor-omnibus-survey-2025-040#do-you-have-a-physical-mental-emotional-neurological-developmental-or-chronic-condition-or-challenge-that-can-affect-your-daily-activities
2024-054_q40,3,Prefer not to answer,0.014534534922995446,1.45,14.534534922995892,14,false,https://reports.verasight.io/reports/verasight-aapor-omnibus-survey-2025-040#do-you-have-a-physical-mental-emotional-neurological-developmental-or-chronic-condition-or-challenge-that-can-affect-your-daily-activities
2025-040_q_10,1,Strongly agree,0.14150436500806,14.15,141.50436500806433,143,false,https://reports.verasight.io/reports/verasight-aapor-omnibus-survey-2025-040#to-what-extent-do-you-agree-or-disagree-with-the-following-statement-i-feel-personally-motivated-to-address-antisemitism
2025-040_q_10,2,Somewhat agree,0.3481397556965229,34.81,348.1397556965336,349,false,https://reports.verasight.io/reports/verasight-aapor-omnibus-survey-2025-040#to-what-extent-do-you-agree-or-disagree-with-the-following-statement-i-feel-personally-motivated-to-address-antisemitism
2025-040_q_10,3,Somewhat disagree,0.31677804787774505,31.68,316.7780478777548,316,false,https://reports.verasight.io/reports/verasight-aapor-omnibus-survey-2025-040#to-what-extent-do-you-agree-or-disagree-with-the-following-statement-i-feel-personally-motivated-to-address-antisemitism
2025-040_q_10,4,Strongly disagree,0.19357783141767199,19.36,193.57783141767794,192,false,https://reports.verasight.io/reports/verasight-aapor-omnibus-survey-2025-040#to-what-extent-do-you-agree-or-disagree-with-the-following-statement-i-feel-personally-motivated-to-address-antisemitism
2025-040_q_11,1,Strongly agree,0.07642665413923963,7.64,76.42665413924198,76,false,https://reports.verasight.io/reports/verasight-aapor-omnibus-survey-2025-040#to-what-extent-do-you-agree-or-disagree-with-the-following-statement-jews-complain-about-antisemitism-too-much
2025-040_q_11,2,Somewhat agree,0.19639433827424735,19.64,196.39433827425339,195,false,https://reports.verasight.io/reports/verasight-aapor-omnibus-survey-2025-040#to-what-extent-do-you-agree-or-disagree-with-the-following-statement-jews-complain-about-antisemitism-too-much
2025-040_q_11,3,Somewhat disagree,0.3736866136010061,37.37,373.68661360101754,373,false,https://reports.verasight.io/reports/verasight-aapor-omnibus-survey-2025-040#to-what-extent-do-you-agree-or-disagree-with-the-following-statement-jews-complain-about-antisemitism-too-much
